Season,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,200,Rondae Hollis-Jefferson,SF,22,BRK,78,50,1761,4.8,11.1,0.434,0.3,1.4,0.224,4.5,9.7,0.463,3.9,5.2,0.751,2,7.3,9.2,3.1,1.7,0.9,2.4,3.6,13.8
2017,201,Richaun Holmes,C,23,PHI,57,17,1193,6.9,12.4,0.558,0.8,2.3,0.351,6.1,10.1,0.606,2.2,3.1,0.699,2.8,6.5,9.4,1.8,1.3,1.7,1.7,4.1,16.9
2017,202,Rodney Hood,SG,24,UTA,59,55,1593,6.1,15.1,0.408,2.6,6.9,0.371,3.6,8.1,0.44,2,2.6,0.783,0.4,4.2,4.6,2.2,0.9,0.2,1.5,3,16.9
2017,203,Al Horford,C,30,BOS,68,68,2193,6.2,13.1,0.473,1.4,4,0.355,4.8,9.2,0.524,1.8,2.2,0.8,1.6,6.1,7.6,5.5,0.9,1.4,1.9,2.3,15.6
2017,204,Danuel House,SG,23,WAS,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,36,36,0,0,0,0,0,0
2017,205,Dwight Howard,C,31,ATL,74,74,2199,6.4,10,0.633,0,0,0,6.4,10,0.635,3.7,6.9,0.533,4.8,10.5,15.4,1.7,1,1.5,2.8,3.3,16.4
2017,206,Marcelo Huertas,PG,33,LAL,23,1,237,3.8,10.3,0.368,0.6,2.9,0.211,3.2,7.4,0.429,1.4,2.6,0.529,0.3,3.3,3.6,7.9,1.5,0.3,2.9,2.4,9.6
2017,207,Josh Huestis,PF,25,OKC,2,0,31,7,12.8,0.545,2.3,4.6,0.5,4.6,8.1,0.571,0,1.2,0,4.6,5.8,10.5,3.5,0,3.5,0,0,16.3
2017,208,Kris Humphries,PF,31,ATL,56,4,689,4.5,11.2,0.407,1,2.8,0.352,3.6,8.4,0.425,3.3,4.3,0.78,3.1,7.6,10.8,1.5,0.8,1.1,1.5,3.6,13.4
2017,209,R.J. Hunter,SG,23,CHI,3,0,9,0,4,0,0,4,0,0,0,NA,0,0,NA,0,4,4,0,0,0,0,0,0
2017,210,Serge Ibaka,PF,27,TOT,79,79,2422,7,14.6,0.48,1.8,4.7,0.391,5.2,9.9,0.522,1.6,1.9,0.856,1.9,6.1,8,1.1,0.6,1.8,1.6,3.2,17.4
2017,211,Andre Iguodala,SF,33,GSW,76,0,1998,3.9,7.5,0.528,1.2,3.2,0.362,2.8,4.3,0.651,1.3,1.8,0.706,0.9,4.6,5.5,4.7,1.4,0.7,1,1.7,10.3
2017,212,Ersan İlyasova,PF,29,TOT,82,52,2142,6.5,15,0.431,2.4,6.8,0.353,4.1,8.2,0.496,2.7,3.5,0.778,1.9,6.2,8.1,2.4,1,0.4,1.9,3.5,18
2017,213,Joe Ingles,SF,29,UTA,82,26,1972,3.7,8.2,0.452,2.2,5.1,0.441,1.5,3.1,0.471,0.9,1.2,0.735,0.4,4.3,4.8,4.1,1.8,0.1,2,3,10.6
2017,214,Brandon Ingram,SF,19,LAL,79,40,2279,4.4,10.8,0.402,0.9,3,0.294,3.5,7.9,0.443,2.1,3.4,0.621,0.9,4,5,2.6,0.8,0.6,1.8,2.5,11.7
2017,215,Kyrie Irving,PG,24,CLE,72,72,2525,9.6,20.2,0.473,2.5,6.3,0.401,7,14,0.505,4.2,4.7,0.905,0.7,2.5,3.3,6,1.2,0.3,2.6,2.2,25.9
2017,216,Jarrett Jack,PG,33,NOP,2,0,33,2.2,3.3,0.667,0,1.1,0,2.2,2.2,1,2.2,2.2,1,0,0,0,5.5,2.2,0,3.3,4.4,6.5
2017,217,Demetrius Jackson,PG,22,BOS,5,0,17,6.4,8.5,0.75,2.1,2.1,1,4.2,6.4,0.667,6.4,12.7,0.5,4.2,4.2,8.5,6.4,0,0,0,0,21.2
2017,218,Pierre Jackson,PG,25,DAL,8,1,84,5.6,16.7,0.333,1.3,4.7,0.273,4.3,12,0.357,2.6,3,0.857,0.4,3.4,3.9,8.1,0.9,0,1.3,2.1,15
2017,219,Reggie Jackson,PG,26,DET,52,50,1424,7.2,17.1,0.419,1.7,4.7,0.359,5.5,12.5,0.442,3,3.4,0.868,0.5,2.4,2.9,6.8,0.9,0.1,2.9,3.3,19
2017,220,LeBron James,SF,32,CLE,74,74,2794,9.5,17.3,0.548,1.6,4.4,0.363,7.9,12.9,0.611,4.6,6.8,0.674,1.2,7,8.2,8.3,1.2,0.6,3.9,1.7,25.2
2017,221,Al Jefferson,C,32,IND,66,1,931,9.1,18.2,0.499,0,0,0,9.1,18.2,0.5,2.5,3.3,0.765,2.9,7.8,10.7,2.2,0.7,0.6,1.3,4.8,20.7
2017,222,Richard Jefferson,SF,36,CLE,79,13,1614,3.4,7.7,0.446,1.4,4.1,0.333,2,3.5,0.58,1.8,2.4,0.741,0.6,3.9,4.5,1.7,0.6,0.2,1.2,3.4,10
2017,223,John Jenkins,SG,25,PHO,4,0,13,5.5,13.8,0.4,2.8,5.5,0.5,2.8,8.3,0.333,5.5,5.5,1,0,2.8,2.8,2.8,0,0,0,0,19.4
2017,224,Brandon Jennings,PG,27,TOT,81,13,1802,3.8,10.7,0.359,1.6,5,0.313,2.3,5.7,0.399,2.3,3,0.75,0.6,3.3,3.9,7.9,1.4,0.1,2.6,2.3,11.5
2017,225,Jonas Jerebko,PF,29,BOS,78,6,1232,3.3,7.7,0.435,1.3,3.8,0.346,2,3.9,0.523,0.8,1.1,0.703,1.7,6.2,7.9,2.1,0.7,0.5,1.1,3.6,8.7
2017,226,Amir Johnson,PF,29,BOS,80,77,1608,4.8,8.3,0.576,0.6,1.5,0.409,4.2,6.8,0.612,1.5,2.2,0.67,2.6,5.6,8.2,3.1,1.1,1.4,1.7,4.7,11.6
2017,227,Brice Johnson,PF,22,LAC,3,0,9,8,28,0.286,0,0,NA,8,28,0.286,0,0,NA,4,8,12,4,8,4,4,0,16
2017,228,James Johnson,PF,29,MIA,76,5,2085,6.4,13.3,0.479,1.5,4.4,0.34,4.9,8.9,0.548,2.6,3.7,0.707,1.1,5.4,6.5,4.8,1.3,1.5,3,3.4,16.8
2017,229,Joe Johnson,SF,35,UTA,78,14,1843,5.3,12.2,0.436,2.1,5,0.411,3.3,7.2,0.454,1.2,1.5,0.818,0.6,4.1,4.7,2.8,0.7,0.4,1.3,1.8,14
2017,230,Stanley Johnson,SF,20,DET,77,1,1371,3.4,9.6,0.353,1.2,4,0.292,2.2,5.5,0.398,0.9,1.4,0.679,0.9,4,5,2.8,1.5,0.6,1.9,3.2,8.9
2017,231,Tyler Johnson,PG,24,MIA,73,0,2178,5.9,13.6,0.433,1.5,4.1,0.372,4.4,9.5,0.46,3.2,4.2,0.768,0.8,4,4.8,3.9,1.4,0.7,1.5,2.9,16.6
2017,232,Wesley Johnson,SF,29,LAC,68,3,810,3.2,8.9,0.365,1.3,5.2,0.246,2,3.6,0.537,0.5,0.8,0.647,1.2,6.9,8,1,1.3,1.3,0.8,3.7,8.3
2017,233,Nikola Jokić,C,21,DEN,73,59,2038,8.7,15.1,0.578,0.8,2.5,0.324,7.9,12.6,0.628,3.3,4,0.825,3.7,8.9,12.7,6.3,1.1,1,3,3.8,21.6
2017,234,Dahntay Jones,SF,36,CLE,1,0,12,9,24,0.375,0,6,0,9,18,0.5,9,12,0.75,3,3,6,3,0,0,3,3,27
2017,235,Damian Jones,C,21,GSW,10,0,85,3.4,6.8,0.5,0,0,NA,3.4,6.8,0.5,1.3,4.2,0.3,3.8,5.9,9.7,0,0.4,1.7,2.5,6.4,8
2017,236,Derrick Jones Jr.,SF,19,PHO,32,8,545,4.5,8,0.562,0.2,0.7,0.273,4.3,7.3,0.591,1.9,2.7,0.707,2.6,2.6,5.2,0.8,0.9,0.9,0.9,4.2,11.1
2017,237,James Jones,SF,36,CLE,48,2,381,4.2,8.7,0.478,2.9,6.2,0.47,1.2,2.5,0.5,1.2,1.9,0.65,0.3,3.2,3.5,1.3,0.6,0.9,0.9,3.5,12.5
2017,238,Terrence Jones,PF,25,TOT,54,12,1270,6.5,13.9,0.47,0.5,2.1,0.253,6,11.8,0.508,2.9,4.8,0.606,1.8,6.8,8.7,1.7,1.1,1.5,1.4,1.9,16.6
2017,239,Tyus Jones,PG,20,MIN,60,0,774,3.5,8.4,0.414,1.2,3.4,0.356,2.3,5,0.454,1.5,2,0.767,0.5,2.7,3.1,7.3,2.2,0.2,1.8,2.3,9.7
2017,240,DeAndre Jordan,C,28,LAC,81,81,2570,5.8,8.1,0.714,0,0,0,5.8,8.1,0.717,2.9,6,0.482,4.2,11.4,15.6,1.3,0.7,1.9,1.6,3,14.4
2017,241,Cory Joseph,PG,25,TOR,80,22,2003,5.4,11.9,0.452,0.9,2.4,0.356,4.5,9.5,0.477,1.7,2.2,0.77,0.9,3.3,4.2,4.8,1.2,0.2,1.9,2.5,13.3
2017,242,Frank Kaminsky,C,23,CHO,75,16,1954,5.9,14.8,0.399,2.1,6.5,0.328,3.8,8.3,0.455,2.2,2.9,0.756,1.1,5.1,6.2,3,0.8,0.6,1.4,2.6,16.1
2017,243,Enes Kanter,C,24,OKC,72,0,1533,9.4,17.3,0.545,0.1,0.9,0.132,9.3,16.4,0.568,5.3,6.7,0.786,4.6,6.7,11.3,1.6,0.8,0.9,2.9,3.6,24.3
2017,244,Ryan Kelly,PF,25,ATL,16,0,110,2.6,9.2,0.286,1.3,3.3,0.4,1.3,5.9,0.222,1.6,2,0.833,0.3,5.6,5.9,2.6,1.3,1.6,1.3,1.6,8.2
2017,245,Michael Kidd-Gilchrist,SF,23,CHO,81,81,2349,4.5,9.5,0.477,0,0.1,0.111,4.5,9.3,0.483,2.3,3,0.784,2.4,6.3,8.7,1.7,1.2,1.2,0.9,2.9,11.4
2017,246,Sean Kilpatrick,SG,27,BRK,70,24,1754,6.3,15.1,0.415,2.2,6.3,0.341,4.1,8.8,0.468,4.2,5,0.843,0.5,5.3,5.7,3.2,0.9,0.1,2.8,2.4,18.9
2017,247,Brandon Knight,SG,25,PHO,54,5,1140,6.6,16.6,0.398,1.4,4.4,0.324,5.2,12.2,0.425,4.2,4.9,0.857,0.8,2.9,3.7,4.1,0.9,0.2,2.8,2.7,18.8
2017,248,Kyle Korver,SG,35,TOT,67,22,1753,4.9,10.6,0.464,3.3,7.4,0.451,1.6,3.2,0.494,0.8,0.9,0.905,0.1,3.7,3.8,2.3,0.7,0.4,1.4,2.2,13.9
2017,249,Kosta Koufos,C,27,SAC,71,62,1419,5.5,9.9,0.551,0,0,0,5.5,9.9,0.552,1,1.6,0.613,3,7.2,10.2,1.2,0.9,1.2,1.5,4.4,11.9
2017,250,Mindaugas Kuzminskas,SF,27,NYK,68,5,1016,5.6,13.1,0.428,1.9,6,0.321,3.7,7.1,0.517,1.9,2.4,0.809,1.7,2.8,4.5,2.4,1,0.4,1.8,2.8,15.1
2017,251,Skal Labissière,PF,20,SAC,33,12,612,6.9,12.8,0.537,0.2,0.5,0.375,6.7,12.4,0.543,3.1,4.4,0.703,3,6.5,9.5,1.6,0.9,0.8,2.2,3.8,17
2017,252,Jeremy Lamb,SG,24,CHO,62,5,1143,7.1,15.5,0.46,1.3,4.6,0.281,5.8,10.9,0.536,3.5,4.1,0.853,0.9,7.4,8.3,2.4,0.9,0.7,1.3,3.1,19
2017,253,Nicolás Laprovíttola,PG,27,SAS,18,3,174,4.1,9.7,0.426,2.1,5.6,0.37,2.1,4.1,0.5,1.9,1.9,1,0.2,1.9,2.1,5.8,0.8,0.2,3.9,3.9,12.2
2017,254,Joffrey Lauvergne,PF-C,25,TOT,70,1,980,5.4,12.3,0.44,1.2,3.6,0.337,4.2,8.7,0.483,1.7,2.7,0.63,2.6,6.6,9.2,2.6,0.9,0.2,2.1,3,13.8
2017,255,Zach LaVine,SG,21,MIN,47,47,1749,6.7,14.6,0.459,2.5,6.4,0.387,4.2,8.2,0.515,2.4,2.9,0.836,0.4,2.9,3.3,2.9,0.8,0.2,1.7,2.1,18.3
2017,256,Ty Lawson,PG,29,SAC,69,24,1732,4.9,10.8,0.454,0.7,2.5,0.288,4.2,8.4,0.502,3.6,4.5,0.797,0.9,2.8,3.7,6.9,1.5,0.1,2.7,2.5,14.2
2017,257,Jake Layman,SF,22,POR,35,1,249,3.8,12.9,0.292,1.9,7.4,0.255,1.9,5.5,0.342,1.9,2.5,0.765,0.9,2.6,3.5,1.6,1.3,0.4,1.6,3.2,11.3
2017,258,Courtney Lee,SG,31,NYK,77,74,2459,4.7,10.3,0.456,1.6,3.9,0.401,3.1,6.4,0.49,1.2,1.4,0.867,0.8,3,3.8,2.6,1.2,0.4,1,2.1,12.2
2017,259,David Lee,PF,33,SAS,79,10,1477,6,10.2,0.59,0,0,NA,6,10.2,0.59,1.9,2.8,0.708,3.6,7.1,10.7,3,0.8,1,2,3,14
2017,260,Alex Len,C,23,PHO,77,34,1560,5.3,10.7,0.497,0.1,0.3,0.25,5.2,10.4,0.503,3.5,4.8,0.721,3.6,8.2,11.8,1,0.9,2.3,2.4,5.6,14.1
2017,261,Kawhi Leonard,SF,25,SAS,74,74,2474,9.3,19.1,0.485,2.1,5.6,0.38,7.1,13.5,0.529,6.8,7.8,0.88,1.2,5.1,6.3,3.8,1.9,0.8,2.2,1.8,27.5
2017,262,Meyers Leonard,PF,24,POR,74,12,1222,4.3,11.1,0.386,2.2,6.3,0.347,2.1,4.9,0.436,1,1.2,0.875,0.8,6.2,7,2.1,0.4,0.8,1,5.1,11.8
2017,263,Jon Leuer,PF,27,DET,75,34,1944,5.7,12,0.48,0.9,3.1,0.293,4.8,8.9,0.545,1.8,2.1,0.867,1.9,5.6,7.4,2.1,0.6,0.5,1.2,2.7,14.2
2017,264,Caris LeVert,SF,22,BRK,57,26,1237,5,11.1,0.45,1.7,5.4,0.321,3.3,5.7,0.571,1.9,2.7,0.72,0.7,4.8,5.5,3.2,1.4,0.2,1.7,2.6,13.6
2017,265,DeAndre Liggins,SG,28,TOT,62,19,777,2.5,6.6,0.387,0.8,2.1,0.37,1.8,4.4,0.396,1.2,1.9,0.625,0.9,4.1,5,2.5,2.2,0.6,1.9,3.8,7
2017,266,Damian Lillard,PG,26,POR,75,75,2694,8.8,19.9,0.444,2.9,7.7,0.37,6,12.1,0.492,6.5,7.3,0.895,0.6,4.3,4.9,5.9,0.9,0.3,2.6,2,27
2017,267,Jeremy Lin,PG,28,BRK,36,33,883,7.1,16.3,0.438,2.4,6.4,0.372,4.8,9.9,0.48,4.7,5.7,0.816,0.4,5.1,5.5,7.5,1.7,0.6,3.5,3.2,21.3
2017,268,Shaun Livingston,PG,31,GSW,76,3,1345,4.6,8.5,0.547,0,0.1,0.333,4.6,8.4,0.55,1.1,1.6,0.7,0.7,3.3,4,3.7,1,0.5,1.7,3.2,10.4
2017,269,Shawn Long,C,24,PHI,18,0,234,9.4,16.8,0.56,1.1,2.9,0.368,8.3,13.8,0.6,2.9,5.4,0.543,6.3,6.8,13.1,2,1.4,1.4,2,7.5,22.8
2017,270,Kevon Looney,C,20,GSW,53,4,447,4.5,8.6,0.523,0.2,0.7,0.222,4.3,7.9,0.551,1.7,2.7,0.618,3.5,6.4,10,2.3,1.2,1.4,1.4,5.2,10.9
2017,271,Brook Lopez,C,28,BRK,75,75,2222,9,19,0.474,2.2,6.3,0.346,6.8,12.7,0.536,4.8,5.9,0.81,2,4.6,6.5,2.9,0.6,2,3,3.1,24.9
2017,272,Robin Lopez,C,28,CHI,81,81,2271,6.1,12.3,0.493,0,0,0,6.1,12.3,0.494,1.2,1.6,0.721,3.9,4.4,8.2,1.3,0.3,1.9,1.4,2.4,13.3
2017,273,Kevin Love,PF,28,CLE,60,60,1885,7.1,16.6,0.427,2.8,7.4,0.373,4.3,9.1,0.471,4.9,5.6,0.871,2.8,9.9,12.7,2.2,1,0.4,2.3,2.4,21.8
2017,274,Kyle Lowry,PG,30,TOR,60,60,2244,6.8,14.7,0.464,3.1,7.5,0.412,3.7,7.2,0.518,4.8,5.9,0.819,0.8,3.8,4.6,6.7,1.4,0.3,2.8,2.7,21.6
2017,275,John Lucas III,PG,34,MIN,5,0,11,3.3,13.1,0.25,0,3.3,0,3.3,9.8,0.333,0,0,NA,0,0,0,3.3,6.5,0,0,0,6.5
2017,276,Timothé Luwawu-Cabarrot,SF,21,PHI,69,19,1190,4.4,10.9,0.402,1.5,4.9,0.311,2.9,6.1,0.475,3.2,3.7,0.854,0.8,3.8,4.5,2.3,1,0.3,2.2,4.7,13.5
2017,277,Trey Lyles,PF,21,UTA,71,4,1158,4.9,13.6,0.362,2,6.3,0.319,2.9,7.3,0.4,1.8,2.5,0.722,1.5,5.8,7.3,2.1,0.8,0.6,2,3,13.7
2017,278,Sheldon Mac,SG,24,WAS,30,3,287,3.8,9.4,0.4,0.9,3.8,0.233,2.9,5.6,0.511,2.9,3.4,0.852,0.5,3.8,4.3,1.9,1,0.3,0.6,2.1,11.3
2017,279,Shelvin Mack,PG,26,UTA,55,9,1205,5.1,11.4,0.446,1.1,3.6,0.308,4,7.8,0.51,1.6,2.3,0.688,0.6,3.1,3.7,4.6,1.3,0.1,2.7,3,12.8
2017,280,Ian Mahinmi,C,30,WAS,31,0,555,4.2,7.2,0.586,0,0,NA,4.2,7.2,0.586,2.8,4.9,0.573,3,6.7,9.7,1.2,2.1,1.6,2.2,5.8,11.2
2017,281,Thon Maker,C,19,MIL,57,34,562,5.3,11.6,0.459,1.8,4.7,0.378,3.5,6.9,0.514,2,3.1,0.653,2.6,4.7,7.3,1.5,0.6,1.7,1.1,5.4,14.5
2017,282,Boban Marjanović,C,28,DET,35,0,293,8.8,16.2,0.545,0,0,NA,8.8,16.2,0.545,5.8,7.1,0.81,5.7,10.3,16,1.1,0.7,1.5,1.2,3.1,23.5
2017,283,Jarell Martin,PF,22,MEM,42,3,558,3.7,9.7,0.384,0.6,1.6,0.36,3.2,8.1,0.389,2.6,3.2,0.8,2.7,7.7,10.5,0.5,1.1,0.6,1.8,5.9,10.6
2017,284,Wesley Matthews,SG,30,DAL,73,73,2495,4.8,12.2,0.393,2.5,6.9,0.363,2.3,5.3,0.432,2.1,2.6,0.816,0.3,3.5,3.7,3,1.1,0.2,1.5,2.3,14.2
2017,285,Luc Mbah a Moute,SF,30,LAC,80,76,1787,3.8,7.6,0.505,0.9,2.2,0.391,3,5.4,0.552,1.2,1.8,0.678,0.9,2.5,3.4,0.8,1.6,0.7,0.9,2.5,9.8
2017,286,James Michael McAdoo,PF,24,GSW,52,2,457,4.9,9.2,0.53,0.2,0.6,0.25,4.7,8.6,0.55,1.7,3.3,0.5,2.7,4.5,7.2,1.4,1.4,2.3,1.5,3.7,11.6
2017,287,Patrick McCaw,SG,21,GSW,71,20,1074,3.6,8.2,0.433,1.4,4.1,0.333,2.2,4.1,0.533,1,1.2,0.784,0.7,2.6,3.4,2.6,1.1,0.5,1.2,2.1,9.5
2017,288,CJ McCollum,SG,25,POR,80,80,2796,8.9,18.6,0.48,2.4,5.7,0.421,6.5,12.9,0.506,3.5,3.8,0.912,0.8,2.9,3.7,3.7,0.9,0.5,2.2,2.6,23.7
2017,289,T.J. McConnell,PG,24,PHI,81,51,2133,4,8.6,0.461,0.2,0.9,0.2,3.8,7.7,0.492,1.2,1.5,0.811,0.7,3.6,4.2,9,2.3,0.2,2.7,2.3,9.4
2017,290,Chris McCullough,PF,21,TOT,16,0,80,7.2,14.4,0.5,0.5,3.2,0.143,6.8,11.3,0.6,1.4,2.3,0.6,4.1,4.5,8.6,0.9,0.9,0.9,1.4,3.2,16.2
2017,291,K.J. McDaniels,SF,23,TOT,49,0,505,5.5,12,0.456,1.4,4.7,0.303,4.1,7.3,0.553,2.3,2.7,0.842,1.1,4.8,5.8,0.9,1.4,1.3,2.1,3.5,14.7
2017,292,Doug McDermott,SF,25,TOT,66,5,1508,5.3,11.9,0.447,1.8,5,0.37,3.5,6.9,0.502,1.7,2,0.845,0.5,3.8,4.3,1.4,0.3,0.1,0.9,1.9,14.1
2017,293,JaVale McGee,C,29,GSW,77,10,739,10.1,15.5,0.652,0,0.1,0,10.1,15.4,0.658,2.7,5.4,0.505,4.9,7,11.9,0.8,0.9,3.3,1.9,5.3,23
2017,294,Rodney McGruder,SG,25,MIA,78,65,1966,3.5,8.4,0.413,1.3,4,0.332,2.1,4.4,0.488,0.8,1.3,0.62,1.7,3,4.7,2.3,0.8,0.3,1,2.6,9.1
2017,295,Ben McLemore,SG,23,SAC,61,26,1176,5.5,12.8,0.43,2,5.2,0.382,3.5,7.6,0.462,2.1,2.8,0.753,0.6,3.4,3.9,1.6,0.9,0.2,1.9,3.3,15.2
2017,296,Jordan McRae,SG,25,CLE,37,4,384,5.4,14.1,0.387,1.7,4.8,0.353,3.7,9.3,0.404,2.5,3.2,0.794,0.6,3.3,3.8,1.8,0.7,0.6,1.3,2.9,15.1
2017,297,Josh McRoberts,PF,29,MIA,22,14,381,4.2,11.1,0.373,1.2,2.9,0.419,2.9,8.2,0.356,0.6,0.9,0.667,2.2,4.8,7,4.7,0.9,0.4,2.2,2.9,10.1
2017,298,Jodie Meeks,SG,29,ORL,36,10,738,5,12.5,0.402,2.7,6.7,0.409,2.3,5.8,0.395,3.2,3.6,0.878,0.2,3.5,3.8,2.2,1.7,0.2,1.8,2,16
2017,299,Salah Mejri,C,30,DAL,73,11,905,3.5,5.4,0.642,0,0.1,0.333,3.5,5.3,0.649,1.4,2.4,0.59,3.9,8.4,12.3,0.6,1.3,2.4,1.6,6,8.5
2017,300,Jordan Mickey,PF,22,BOS,25,1,141,3.8,8.7,0.441,0,0.3,0,3.8,8.4,0.455,2,3.6,0.571,3.3,5.4,8.7,1.8,0.8,1.5,2.3,3.1,9.7
2017,301,Khris Middleton,SF,25,MIL,29,23,889,6.1,13.5,0.45,1.8,4.2,0.433,4.3,9.3,0.459,3.3,3.7,0.88,0.4,4.5,5,4,1.7,0.3,2.6,3.2,17.3
2017,302,C.J. Miles,SF,29,IND,76,29,1776,5.7,13.1,0.434,3.4,8.3,0.413,2.3,4.8,0.471,1.7,1.9,0.903,0.6,4,4.6,1,0.9,0.5,0.8,3.1,16.5
2017,303,Mike Miller,SF,36,DEN,20,0,151,2.1,5.5,0.391,1.9,4.8,0.4,0.2,0.7,0.333,0.5,0.5,1,0.5,8.6,9.1,5.2,0.5,0,3.1,2.1,6.7
2017,304,Patty Mills,PG,28,SAS,80,8,1754,5.6,12.7,0.44,3,7.3,0.414,2.6,5.5,0.474,1.4,1.6,0.825,0.5,2.4,2.9,5.7,1.3,0.1,2.1,2.2,15.6
2017,305,Elijah Millsap,SG,29,PHO,2,0,23,1.6,11,0.143,0,3.1,0,1.6,7.8,0.2,1.6,3.1,0.5,4.7,4.7,9.4,1.6,0,0,3.1,3.1,4.7
2017,306,Paul Millsap,PF,31,ATL,69,67,2343,6.6,14.9,0.442,1.2,3.7,0.311,5.5,11.2,0.486,4.8,6.2,0.768,1.7,6.5,8.2,3.9,1.4,1,2.4,2.9,19.1
2017,307,Nikola Mirotić,PF,25,CHI,70,15,1679,5.5,13.4,0.413,2.8,8.1,0.342,2.8,5.3,0.52,2.1,2.7,0.773,1.3,6.9,8.2,1.6,1.1,1.2,1.7,2.7,16
2017,308,Greg Monroe,C,26,MIL,81,0,1823,7.6,14.3,0.533,0,0.1,0,7.6,14.3,0.536,3.5,4.7,0.741,3.3,7.2,10.5,3.7,1.8,0.8,2.8,3.3,18.8
2017,309,E'Twaun Moore,SG,27,NOP,73,22,1820,5.6,12.2,0.457,1.5,4.1,0.37,4.1,8.1,0.501,1.1,1.5,0.77,0.7,2.4,3,3.2,1,0.6,1.2,2.6,13.8
2017,310,Marcus Morris,SF,27,DET,79,79,2565,5.9,14.1,0.418,1.7,5,0.331,4.3,9.1,0.466,2,2.6,0.784,1.1,4.1,5.1,2.2,0.7,0.4,1.2,2.4,15.5
2017,311,Markieff Morris,PF,27,WAS,76,76,2374,6.2,13.5,0.457,1.1,3,0.362,5.1,10.5,0.483,2.7,3.3,0.837,1.6,5.9,7.5,1.9,1.2,0.6,2,3.9,16.1
2017,312,Anthony Morrow,SG,31,TOT,49,7,714,4.9,12.7,0.389,2.1,6.7,0.308,2.9,6,0.479,1.7,1.9,0.919,0.6,1,1.6,1.3,1.2,0.1,0.3,2.2,13.7
2017,313,Donatas Motiejūnas,PF,26,NOP,34,0,479,4.3,10.4,0.413,0.8,3.5,0.234,3.5,6.8,0.505,1.9,3.7,0.51,2,5.6,7.6,2.4,1.4,0.8,2.3,4.1,11.3
2017,314,Timofey Mozgov,C,30,LAL,54,52,1104,5.5,10.7,0.515,0,0,0,5.5,10.7,0.517,2.1,2.5,0.808,3.4,5.2,8.6,1.4,0.5,1,2.3,4.3,13.1
2017,315,Emmanuel Mudiay,PG,20,DEN,55,41,1406,5.3,14.1,0.377,1.4,4.6,0.315,3.9,9.6,0.408,3.4,4.3,0.784,0.7,3.8,4.6,5.6,1,0.3,3.1,2.4,15.4
2017,316,Shabazz Muhammad,SF,24,MIN,78,1,1516,6.8,14.2,0.482,1.2,3.4,0.338,5.7,10.8,0.528,3.5,4.5,0.774,2,3.2,5.2,0.8,0.5,0.1,1.3,2,18.3
2017,317,Dejounte Murray,PG,20,SAS,38,8,322,5.6,13,0.431,1,2.6,0.391,4.6,10.4,0.441,2.3,3.4,0.7,0.7,4,4.7,5.4,0.9,0.7,4.2,3.2,14.5
2017,318,Jamal Murray,SG,19,DEN,82,10,1764,6,14.9,0.404,2.3,7,0.334,3.7,7.9,0.466,2.2,2.4,0.883,0.8,3.5,4.4,3.5,1,0.5,2.3,2.5,16.6
2017,319,Mike Muscala,C,25,ATL,70,3,1237,4.9,9.8,0.504,1.3,3.2,0.418,3.6,6.6,0.546,1.4,1.9,0.766,2.2,4.8,7,2.8,0.9,1.2,1.6,2.8,12.7
2017,320,Larry Nance Jr.,PF,24,LAL,63,7,1442,4.7,9,0.526,0.2,0.9,0.278,4.5,8.1,0.554,1.5,2,0.738,3,6.2,9.2,2.4,2,1,1.4,3.7,11.2
2017,321,Shabazz Napier,PG,25,POR,53,2,512,5.1,12.9,0.399,2.4,6.5,0.37,2.7,6.4,0.429,2.7,3.4,0.776,0.6,3.7,4.3,4.7,2.3,0.1,2.9,2.7,15.3
2017,322,Maurice Ndour,PF,24,NYK,32,4,331,4.2,9.4,0.453,0.1,0.8,0.143,4.1,8.6,0.481,2.1,2.8,0.731,2.4,4.6,7,0.9,1.6,0.9,1.3,3.3,10.7
2017,323,Gary Neal,SG,32,ATL,2,0,18,0,14,0,0,4,0,0,10,0,8,8,1,0,2,2,2,0,0,0,2,8
2017,324,Jameer Nelson,PG,34,DEN,75,39,2045,4.7,10.6,0.444,1.9,4.8,0.388,2.9,5.8,0.489,0.8,1.1,0.714,0.5,2.9,3.4,6.8,1,0.1,2.3,3.5,12.1
2017,325,Raul Neto,PG,24,UTA,40,0,346,4.3,9.5,0.451,1,3.2,0.323,3.2,6.2,0.517,0.8,0.9,0.889,0.4,2.7,3.1,3.5,2.2,0.5,1.6,5,10.4
2017,326,Georges Niang,PF,23,IND,23,0,93,3.5,13.9,0.25,0.4,4.6,0.083,3.1,9.3,0.333,0.8,0.8,1,0.8,5.8,6.6,1.9,1.2,0,1.9,2.3,8.1
2017,327,Andrew Nicholson,PF,27,TOT,38,0,342,4.5,11.7,0.387,0.5,2.8,0.185,4,8.8,0.452,0.9,1.5,0.643,1.6,4.8,6.4,1.1,1.7,0.6,1.8,5.8,10.5
